Número do Aluno,Sala,Data,Hora,IP
101827,0S02,15/04/2025,18:34:00,192.168.230.46
100674,AA3.26,25/04/2025,10:33:00,192.168.116.159
105067,B2.02,25/06/2025,12:55:00,192.168.92.9
108596,0S01,19/09/2024,19:50:00,192.168.55.52
103857,AA3.28,22/04/2025,15:57:00,192.168.190.96
108688,B2.02,20/08/2024,12:55:00,192.168.45.89
108696,AA3.26,02/07/2025,10:33:00,192.168.22.202
100545,B2.02,26/06/2025,13:57:00,192.168.12.49
103914,AA3.26,13/08/2024,10:33:00,192.168.187.40
102473,0S02,29/04/2025,19:50:00,192.168.74.168
106203,C2.01,17/04/2025,16:16:00,192.168.150.53
105106,AA3.28,22/07/2024,10:33:00,192.168.50.190
101111,AA3.26,16/08/2024,14:43:00,192.168.42.108
102239,0S01,25/09/2024,13:57:00,192.168.62.49
106515,C2.01,23/08/2024,18:34:00,192.168.77.220
102629,AA3.26,06/08/2024,14:43:00,192.168.41.146
100340,D1.01,21/03/2025,20:57:00,192.168.226.42
106093,C2.01,25/02/2025,12:55:00,192.168.160.195
109295,0S01,02/08/2024,17:50:00,192.168.198.69
107524,D1.02,23/08/2024,20:57:00,192.168.74.251
108174,B2.01,03/04/2025,13:57:00,192.168.83.213
107653,C2.02,31/03/2025,17:50:00,192.168.176.189
100936,Auditório 1,30/07/2024,20:57:00,192.168.227.64
106324,Auditório 1,06/03/2025,14:43:00,192.168.223.88
104646,C2.02,18/02/2025,14:43:00,192.168.64.156
100513,D1.01,15/08/2024,14:43:00,192.168.125.62
108292,C2.02,18/09/2024,11:14:00,192.168.121.228
100642,B2.02,30/09/2024,17:50:00,192.168.240.83
100599,0S02,09/05/2025,11:14:00,192.168.192.176
105678,0S02,15/04/2025,18:34:00,192.168.252.159
102016,AA3.28,14/02/2025,18:34:00,192.168.219.3
106834,C2.01,06/05/2025,16:16:00,192.168.183.7
103784,AA3.26,21/08/2024,19:50:00,192.168.9.213
106425,D1.01,25/09/2024,13:57:00,192.168.87.198
101496,AA3.26,14/05/2025,09:47:00,192.168.178.17
106762,C2.01,25/06/2025,13:57:00,192.168.93.199
102239,Auditório 1,08/07/2024,12:55:00,192.168.170.62
103627,B2.02,05/12/2024,17:50:00,192.168.178.213
104892,B2.02,09/09/2024,16:16:00,192.168.150.222
104500,D1.02,16/04/2025,18:34:00,192.168.229.235
106492,C2.01,24/06/2025,19:50:00,192.168.167.243
109049,D1.02,19/11/2024,16:16:00,192.168.237.152
107714,Auditório 4,11/09/2024,10:33:00,192.168.248.179
102894,B2.02,30/08/2024,19:50:00,192.168.120.7
107524,Auditório 4,05/11/2024,10:33:00,192.168.74.251
101898,0S02,26/07/2024,09:47:00,192.168.211.118
108909,0S01,25/11/2024,17:50:00,192.168.220.105
105552,D1.01,23/09/2024,14:43:00,192.168.170.41
105636,D1.01,08/10/2024,14:43:00,192.168.77.238
104905,C2.02,24/04/2025,12:55:00,192.168.105.216
105181,0S02,12/07/2024,08:19:00,192.168.2.13
106720,Auditório 4,06/03/2025,10:33:00,192.168.152.144
104177,AA3.28,23/06/2025,18:34:00,192.168.192.190
108659,B2.02,03/02/2025,13:57:00,192.168.129.244
101610,AA3.26,05/06/2025,13:57:00,192.168.49.106
101270,AA3.28,24/09/2024,19:50:00,192.168.17.75
105015,D1.02,15/11/2024,16:16:00,192.168.62.26
106324,B2.02,29/11/2024,10:33:00,192.168.223.88
109466,C2.01,05/12/2024,10:33:00,192.168.132.54
107714,0S02,26/03/2025,19:50:00,192.168.248.179
104667,AA3.26,10/07/2024,15:57:00,192.168.248.82
103718,B2.01,03/12/2024,10:33:00,192.168.36.116
106592,0S01,04/06/2025,18:34:00,192.168.12.222
101383,AA3.28,14/10/2024,12:55:00,192.168.165.191
102457,C2.02,25/03/2025,16:16:00,192.168.97.43
104632,C2.02,07/04/2025,13:57:00,192.168.178.130
105334,AA3.28,28/10/2024,18:34:00,192.168.98.42
108670,B2.01,07/11/2024,16:16:00,192.168.124.148
100963,AA3.26,21/05/2025,13:57:00,192.168.214.101
104500,Auditório 1,18/06/2025,15:57:00,192.168.229.235
104052,AA3.26,05/12/2024,17:50:00,192.168.119.233
101409,0S01,25/07/2024,09:47:00,192.168.104.237
100385,0S02,26/06/2025,14:43:00,192.168.213.8
107805,0S01,04/06/2025,20:57:00,192.168.104.86
108160,AA3.26,04/04/2025,10:33:00,192.168.254.50
109843,B2.02,04/11/2024,09:47:00,192.168.176.116
105678,B2.02,02/09/2024,17:50:00,192.168.252.159
106939,B2.01,04/09/2024,14:43:00,192.168.148.42
100513,Auditório 1,26/09/2024,18:34:00,192.168.125.62
101270,C2.02,05/06/2025,18:34:00,192.168.17.75
104074,C2.01,27/03/2025,20:57:00,192.168.106.156
100876,Auditório 1,12/09/2024,08:19:00,192.168.148.165
109038,B2.02,07/05/2025,17:50:00,192.168.244.90
109170,C2.02,25/07/2024,18:34:00,192.168.149.104
107751,0S02,25/03/2025,08:19:00,192.168.152.90
103182,C2.02,20/03/2025,18:34:00,192.168.77.194
103476,C2.01,14/04/2025,18:34:00,192.168.97.191
104797,AA3.28,26/11/2024,18:34:00,192.168.48.71
107244,Auditório 1,29/07/2024,14:43:00,192.168.154.119
107150,B2.02,18/06/2025,20:57:00,192.168.100.190
107558,Auditório 4,20/03/2025,12:55:00,192.168.147.241
102106,Auditório 4,06/03/2025,08:19:00,192.168.3.120
103740,AA3.28,13/02/2025,16:16:00,192.168.170.104
103585,C2.01,05/06/2025,12:55:00,192.168.249.167
104632,0S01,12/08/2024,08:19:00,192.168.178.130
107088,B2.02,05/06/2025,18:34:00,192.168.81.226
107311,AA3.26,30/04/2025,08:19:00,192.168.69.81
103603,Auditório 4,24/04/2025,11:14:00,192.168.155.28
100463,C2.02,26/08/2024,15:57:00,192.168.40.63
109209,0S01,07/03/2025,15:57:00,192.168.166.247
108989,B2.02,25/11/2024,10:33:00,192.168.33.126
100385,D1.02,26/09/2024,11:14:00,192.168.213.8
100463,C2.01,20/02/2025,16:16:00,192.168.40.63
106939,B2.01,17/06/2025,15:57:00,192.168.148.42
103934,0S02,05/03/2025,10:33:00,192.168.221.104
101082,B2.02,06/09/2024,16:16:00,192.168.19.15
101890,Auditório 1,11/11/2024,18:34:00,192.168.25.55
107355,C2.01,16/07/2024,12:55:00,192.168.91.78
105334,AA3.28,10/04/2025,15:57:00,192.168.98.42
104265,AA3.26,30/06/2025,09:47:00,192.168.186.151
101810,B2.01,06/11/2024,09:47:00,192.168.56.96
105629,B2.01,13/05/2025,20:57:00,192.168.116.237
108251,AA3.28,28/08/2024,12:55:00,192.168.66.142
102106,0S01,11/02/2025,15:57:00,192.168.3.120
107524,Auditório 4,07/08/2024,17:50:00,192.168.74.251
106367,D1.02,12/09/2024,19:50:00,192.168.15.193
100876,Auditório 4,01/07/2025,16:16:00,192.168.148.165
108884,0S01,18/03/2025,19:50:00,192.168.105.6
103784,C2.02,02/07/2024,15:57:00,192.168.9.213
108596,AA3.26,07/04/2025,18:34:00,192.168.55.52
103805,B2.02,12/05/2025,17:50:00,192.168.216.239
102986,0S01,12/12/2024,13:57:00,192.168.47.92
108542,D1.01,26/06/2025,12:55:00,192.168.97.101
100795,C2.02,04/04/2025,08:19:00,192.168.151.108
106491,D1.01,12/11/2024,11:14:00,192.168.99.15
106839,Auditório 4,03/02/2025,18:34:00,192.168.241.224
104684,Auditório 4,28/03/2025,15:57:00,192.168.251.41
101756,Auditório 4,14/03/2025,15:57:00,192.168.101.93
105376,0S01,09/04/2025,13:57:00,192.168.79.210
107755,D1.02,24/03/2025,17:50:00,192.168.76.166
105869,0S02,01/11/2024,15:57:00,192.168.30.190
100531,C2.01,08/04/2025,08:19:00,192.168.216.171
107343,AA3.28,05/03/2025,09:47:00,192.168.153.99
103800,0S02,11/07/2024,15:57:00,192.168.172.114
106257,B2.01,16/10/2024,18:34:00,192.168.235.105
108084,D1.01,11/06/2025,08:19:00,192.168.99.165
109317,AA3.26,11/07/2024,20:57:00,192.168.228.167
106959,0S02,26/05/2025,20:57:00,192.168.26.204
100963,B2.01,17/04/2025,16:16:00,192.168.214.101
109225,C2.01,11/03/2025,14:43:00,192.168.93.188
108160,0S02,26/05/2025,16:16:00,192.168.254.50
104287,C2.01,26/05/2025,19:50:00,192.168.94.241
100853,B2.02,18/03/2025,19:50:00,192.168.142.146
108346,D1.01,12/09/2024,08:19:00,192.168.86.158
109300,D1.01,04/11/2024,15:57:00,192.168.73.201
102997,C2.02,22/10/2024,15:57:00,192.168.86.141
103625,D1.01,10/02/2025,16:16:00,192.168.240.49
106900,D1.01,05/02/2025,17:50:00,192.168.29.190
100952,AA3.26,18/11/2024,09:47:00,192.168.40.57
104394,Auditório 1,02/04/2025,08:19:00,192.168.156.110
103951,Auditório 1,04/10/2024,17:50:00,192.168.189.76
104007,0S01,25/03/2025,18:34:00,192.168.243.114
102986,Auditório 1,18/10/2024,16:16:00,192.168.47.92
100993,D1.02,13/09/2024,11:14:00,192.168.198.42
100531,D1.02,04/03/2025,17:50:00,192.168.216.171
104049,Auditório 4,24/03/2025,12:55:00,192.168.239.222
109236,D1.01,02/10/2024,11:14:00,192.168.107.155
101651,D1.01,05/03/2025,11:14:00,192.168.200.209
109236,B2.02,24/06/2025,11:14:00,192.168.107.155
109225,0S02,01/11/2024,11:14:00,192.168.93.188
108354,D1.02,14/10/2024,13:57:00,192.168.52.175
107755,0S02,31/10/2024,17:50:00,192.168.76.166
102457,AA3.28,09/10/2024,12:55:00,192.168.97.43
107018,AA3.28,06/06/2025,17:50:00,192.168.53.196
106939,C2.01,02/08/2024,09:47:00,192.168.148.42
107751,D1.02,13/09/2024,08:19:00,192.168.152.90
101610,D1.01,09/09/2024,15:57:00,192.168.49.106
107212,B2.02,14/04/2025,08:19:00,192.168.134.85
101681,0S02,27/06/2025,15:57:00,192.168.66.145
106514,AA3.26,06/08/2024,08:19:00,192.168.34.233
106203,AA3.28,03/12/2024,16:16:00,192.168.150.53
106433,AA3.28,05/03/2025,08:19:00,192.168.205.18
100503,Auditório 1,04/11/2024,20:57:00,192.168.37.55
104394,Auditório 1,09/09/2024,20:57:00,192.168.156.110
105304,Auditório 4,11/10/2024,10:33:00,192.168.244.177
102470,Auditório 4,06/05/2025,20:57:00,192.168.42.46
101707,D1.02,28/10/2024,19:50:00,192.168.199.30
108596,C2.01,19/11/2024,11:14:00,192.168.55.52
109236,B2.02,11/09/2024,10:33:00,192.168.107.155
103723,Auditório 4,02/05/2025,15:57:00,192.168.95.152
109967,0S01,27/05/2025,19:50:00,192.168.135.42
108304,D1.02,09/04/2025,15:57:00,192.168.89.247
108939,D1.02,20/06/2025,19:50:00,192.168.168.207
101902,AA3.28,20/03/2025,20:57:00,192.168.10.196
101496,C2.01,07/03/2025,13:57:00,192.168.178.17
101898,AA3.26,14/11/2024,18:34:00,192.168.211.118
104287,B2.02,19/05/2025,20:57:00,192.168.94.241
103766,0S01,20/05/2025,14:43:00,192.168.41.80
102203,Auditório 4,03/09/2024,19:50:00,192.168.203.157
108750,AA3.28,07/05/2025,16:16:00,192.168.66.146
102678,Auditório 4,19/08/2024,15:57:00,192.168.71.239
106684,Auditório 4,28/08/2024,18:34:00,192.168.72.234
102894,B2.01,29/10/2024,14:43:00,192.168.120.7
108503,B2.02,10/06/2025,08:19:00,192.168.179.21
103951,AA3.26,06/08/2024,19:50:00,192.168.189.76
108503,0S02,25/09/2024,10:33:00,192.168.179.21
109759,Auditório 1,10/03/2025,16:16:00,192.168.67.239
103766,0S01,13/09/2024,08:19:00,192.168.41.80
102963,Auditório 4,26/11/2024,10:33:00,192.168.233.106
100712,C2.02,10/12/2024,14:43:00,192.168.134.109
106900,C2.01,13/05/2025,11:14:00,192.168.29.190
103476,AA3.26,10/02/2025,10:33:00,192.168.97.191
104052,D1.02,19/11/2024,08:19:00,192.168.119.233
103784,D1.01,14/02/2025,17:50:00,192.168.7.55
103182,0S01,13/05/2025,14:43:00,192.168.77.194
104734,B2.02,28/10/2024,20:57:00,192.168.71.166
109466,0S01,18/09/2024,09:47:00,192.168.132.54
104646,B2.01,02/09/2024,19:50:00,192.168.64.156
104287,0S02,24/06/2025,16:16:00,192.168.94.241
109957,C2.01,17/04/2025,13:57:00,192.168.188.39
107266,0S01,01/04/2025,20:57:00,192.168.153.149
102700,AA3.26,22/07/2024,14:43:00,192.168.30.45
100993,AA3.26,04/06/2025,11:14:00,192.168.198.42
102700,AA3.28,24/06/2025,14:43:00,192.168.30.45
108174,D1.01,15/11/2024,14:43:00,192.168.83.213
105977,B2.02,16/04/2025,11:14:00,192.168.129.230
103476,B2.02,16/10/2024,10:33:00,192.168.97.191
107784,D1.02,10/04/2025,11:14:00,192.168.9.11
102358,0S01,08/10/2024,09:47:00,192.168.173.141
104007,D1.01,03/02/2025,14:43:00,192.168.243.114
100876,0S02,23/06/2025,08:19:00,192.168.114.24
100651,B2.02,02/12/2024,20:57:00,192.168.58.86
106182,0S01,25/10/2024,12:55:00,192.168.9.3
101827,Auditório 4,10/02/2025,11:14:00,192.168.230.46
106720,B2.02,14/05/2025,17:50:00,192.168.152.144
102851,Auditório 1,20/06/2025,17:50:00,192.168.116.59
108909,D1.02,03/10/2024,11:14:00,192.168.220.105
109676,0S02,03/10/2024,10:33:00,192.168.115.47
100386,D1.02,31/03/2025,16:16:00,192.168.107.206
100435,B2.02,02/05/2025,20:57:00,192.168.212.40
102239,AA3.28,10/12/2024,08:19:00,192.168.62.49
104007,Auditório 4,11/04/2025,20:57:00,192.168.243.114
106377,Auditório 4,18/02/2025,14:43:00,192.168.194.173
107059,Auditório 1,13/06/2025,13:57:00,192.168.60.238
109225,B2.02,20/03/2025,12:55:00,192.168.93.188
104154,0S01,29/11/2024,08:19:00,192.168.224.191
107138,AA3.26,10/12/2024,08:19:00,192.168.5.215
101412,0S02,09/12/2024,17:50:00,192.168.151.162
102678,AA3.28,10/04/2025,20:57:00,192.168.71.239
106491,0S01,11/07/2024,11:14:00,192.168.99.15
100385,Auditório 4,03/06/2025,18:34:00,192.168.213.8
101556,B2.01,25/07/2024,16:16:00,192.168.115.18
100853,B2.02,02/12/2024,11:14:00,192.168.142.146
103618,Auditório 1,06/08/2024,08:19:00,192.168.112.170
101294,C2.01,09/06/2025,17:50:00,192.168.32.84
109452,0S02,11/11/2024,10:33:00,192.168.25.23
103625,0S01,13/12/2024,18:34:00,192.168.240.49
104582,B2.02,14/05/2025,18:34:00,192.168.192.82
101734,AA3.28,10/02/2025,14:43:00,192.168.127.21
102685,Auditório 4,24/03/2025,13:57:00,192.168.26.78
100674,AA3.28,30/07/2024,18:34:00,192.168.116.159
102358,AA3.26,25/11/2024,16:16:00,192.168.173.141
105081,Auditório 4,09/06/2025,09:47:00,192.168.67.164
101380,C2.01,28/11/2024,16:16:00,192.168.110.128
102712,C2.02,10/04/2025,08:19:00,192.168.88.88
103476,D1.02,29/10/2024,09:47:00,192.168.97.191
107355,B2.01,20/03/2025,14:43:00,192.168.91.78
105008,D1.02,27/11/2024,19:50:00,192.168.44.216
102677,0S02,06/08/2024,09:47:00,192.168.75.254
108696,C2.02,04/11/2024,13:57:00,192.168.22.202
108264,B2.01,02/06/2025,15:57:00,192.168.159.55
105181,D1.01,02/09/2024,17:50:00,192.168.2.13
105795,B2.02,09/08/2024,19:50:00,192.168.105.82
108061,D1.02,12/09/2024,18:34:00,192.168.15.235
109116,0S02,27/03/2025,08:19:00,192.168.244.44
108061,0S01,29/08/2024,19:50:00,192.168.15.235
107398,0S02,02/07/2025,18:34:00,192.168.101.77
108384,AA3.26,06/12/2024,20:57:00,192.168.73.90
101898,AA3.28,16/04/2025,20:57:00,192.168.211.118
101911,D1.02,06/02/2025,17:50:00,192.168.197.84
108910,Auditório 4,22/10/2024,12:55:00,192.168.203.34
100733,B2.01,16/09/2024,11:14:00,192.168.180.137
108209,C2.02,28/10/2024,11:14:00,192.168.100.103
100357,Auditório 1,18/07/2024,08:19:00,192.168.227.40
107140,C2.02,17/06/2025,19:50:00,192.168.44.186
104344,D1.01,08/07/2024,19:50:00,192.168.155.38
102091,Auditório 4,29/08/2024,09:47:00,192.168.192.14
103941,B2.02,20/06/2025,15:57:00,192.168.74.176
107524,B2.01,19/03/2025,17:50:00,192.168.74.251
109532,Auditório 4,09/08/2024,09:47:00,192.168.76.118
109699,Auditório 1,10/10/2024,20:57:00,192.168.125.250
101570,C2.01,22/07/2024,15:57:00,192.168.241.240
101002,Auditório 1,20/05/2025,12:55:00,192.168.137.226
103605,AA3.28,01/07/2025,08:19:00,192.168.208.53
109967,0S01,02/05/2025,20:57:00,192.168.135.42
104734,C2.02,07/04/2025,14:43:00,192.168.71.166
100360,C2.01,14/10/2024,09:47:00,192.168.132.108
101015,AA3.28,15/10/2024,20:57:00,192.168.28.3
107343,Auditório 1,28/11/2024,09:47:00,192.168.153.99
100712,C2.01,30/04/2025,13:57:00,192.168.134.109
104993,Auditório 1,02/07/2024,19:50:00,192.168.199.23
104680,C2.02,22/07/2024,11:14:00,192.168.183.135
100509,D1.02,03/12/2024,12:55:00,192.168.190.246
104056,0S01,20/05/2025,18:34:00,192.168.190.26
106023,Auditório 1,26/06/2025,14:43:00,192.168.44.225
102625,Auditório 4,12/09/2024,11:14:00,192.168.138.162
102470,B2.01,04/07/2024,14:43:00,192.168.42.46
101658,0S01,08/07/2024,16:16:00,192.168.121.94
100712,Auditório 1,13/06/2025,08:19:00,192.168.134.109
101015,AA3.28,12/08/2024,12:55:00,192.168.28.3
109236,Auditório 1,21/03/2025,17:50:00,192.168.107.155
103517,Auditório 4,23/06/2025,11:14:00,192.168.122.10
100300,Auditório 1,26/05/2025,17:50:00,192.168.216.167
108696,D1.01,12/09/2024,13:57:00,192.168.22.202
108599,0S01,27/02/2025,11:14:00,192.168.249.111
101800,C2.02,24/02/2025,09:47:00,192.168.31.82
108500,C2.02,05/05/2025,18:34:00,192.168.178.97
101388,AA3.26,19/09/2024,13:57:00,192.168.165.63
108989,AA3.28,28/03/2025,09:47:00,192.168.33.126
104993,B2.01,25/11/2024,16:16:00,192.168.199.23
103774,AA3.28,25/11/2024,10:33:00,192.168.129.17
108500,Auditório 4,03/10/2024,12:55:00,192.168.178.97
108084,0S01,03/06/2025,16:16:00,192.168.99.165
109699,AA3.26,03/03/2025,08:19:00,192.168.125.250
101832,D1.01,31/03/2025,08:19:00,192.168.144.234
100897,0S01,01/05/2025,13:57:00,192.168.158.206
105266,D1.01,11/07/2024,11:14:00,192.168.231.215
104582,AA3.28,05/05/2025,15:57:00,192.168.192.82
100443,B2.02,13/09/2024,11:14:00,192.168.57.26
108534,B2.02,10/06/2025,18:34:00,192.168.79.99
105967,B2.01,04/06/2025,13:57:00,192.168.152.11
109708,AA3.28,13/11/2024,08:19:00,192.168.254.180
109648,B2.01,08/04/2025,12:55:00,192.168.1.30
101404,D1.02,27/03/2025,17:50:00,192.168.171.168
106464,B2.01,01/10/2024,12:55:00,192.168.224.94
105939,B2.01,30/09/2024,08:19:00,192.168.158.118
105104,0S02,12/12/2024,13:57:00,192.168.33.131
106093,B2.02,13/03/2025,09:47:00,192.168.160.195
104255,0S02,20/05/2025,16:16:00,192.168.151.120
105104,AA3.26,11/07/2024,15:57:00,192.168.33.131
100288,Auditório 4,05/02/2025,16:16:00,192.168.51.44
108959,B2.02,02/05/2025,15:57:00,192.168.70.71
107931,D1.01,15/11/2024,16:16:00,192.168.200.209
101412,C2.01,06/08/2024,17:50:00,192.168.49.124
107664,B2.02,11/11/2024,16:16:00,192.168.85.111
107475,D1.01,23/07/2024,17:50:00,192.168.216.236
105463,C2.01,13/02/2025,20:57:00,192.168.114.198
104177,AA3.26,07/03/2025,09:47:00,192.168.192.190
106514,Auditório 1,15/05/2025,08:19:00,192.168.34.233
108251,D1.01,04/06/2025,14:43:00,192.168.66.142
104007,B2.02,17/06/2025,16:16:00,192.168.243.114
101132,Auditório 4,04/10/2024,13:57:00,192.168.144.234
100300,C2.02,20/05/2025,09:47:00,192.168.216.167
105369,B2.01,05/12/2024,19:50:00,192.168.28.87
104905,0S02,04/11/2024,09:47:00,192.168.198.34
109699,0S01,14/08/2024,16:16:00,192.168.125.250
109967,0S02,20/06/2025,08:19:00,192.168.135.42
106855,C2.02,03/02/2025,19:50:00,192.168.190.174
106844,B2.01,15/05/2025,15:57:00,192.168.108.175
104870,C2.02,24/09/2024,10:33:00,192.168.167.124
107726,Auditório 1,29/04/2025,18:34:00,192.168.116.196
100239,AA3.26,05/11/2024,09:47:00,192.168.88.115
106939,Auditório 1,17/09/2024,11:14:00,192.168.148.42
100081,0S01,13/12/2024,12:55:00,192.168.60.23
108909,Auditório 1,29/10/2024,12:55:00,192.168.220.105
106844,B2.01,13/08/2024,11:14:00,192.168.108.175
107800,0S01,09/04/2025,20:57:00,192.168.230.22
107714,Auditório 4,16/06/2025,15:57:00,192.168.248.179
100795,C2.01,16/07/2024,15:57:00,192.168.151.108
104797,C2.02,24/06/2025,10:33:00,192.168.48.71
102203,Auditório 4,08/10/2024,14:43:00,192.168.203.157
105370,C2.02,12/12/2024,20:57:00,192.168.188.186
106515,AA3.28,18/03/2025,18:34:00,192.168.77.220
100652,0S02,18/10/2024,11:14:00,192.168.165.74
101604,B2.02,19/11/2024,17:50:00,192.168.101.137
108371,C2.02,14/08/2024,08:19:00,192.168.211.242
103914,Auditório 4,14/05/2025,16:16:00,192.168.187.40
100897,B2.01,19/03/2025,12:55:00,192.168.158.206
106957,B2.01,07/10/2024,14:43:00,192.168.167.104
104715,Auditório 1,24/04/2025,12:55:00,192.168.123.193
109936,0S02,06/12/2024,18:34:00,192.168.81.7
107805,Auditório 1,07/11/2024,18:34:00,192.168.104.86
108418,AA3.28,22/07/2024,09:47:00,192.168.103.144
104734,Auditório 1,10/02/2025,16:16:00,192.168.71.166
100509,0S02,01/05/2025,15:57:00,192.168.190.246
101082,D1.02,13/08/2024,18:34:00,192.168.19.15
103346,AA3.28,11/12/2024,19:50:00,192.168.240.252
106345,D1.02,14/10/2024,13:57:00,192.168.184.228
102644,D1.02,06/11/2024,19:50:00,192.168.241.125
106997,Auditório 1,23/04/2025,18:34:00,192.168.195.20
108264,B2.01,22/11/2024,13:57:00,192.168.159.55
104786,0S02,25/03/2025,20:57:00,192.168.70.135
108076,C2.02,25/06/2025,10:33:00,192.168.250.211
106670,Auditório 4,29/11/2024,19:50:00,192.168.24.154
109049,C2.02,08/05/2025,11:14:00,192.168.237.152
108264,AA3.26,24/10/2024,10:33:00,192.168.159.55
102245,0S02,18/11/2024,19:50:00,192.168.141.4
107283,AA3.26,26/06/2025,18:34:00,192.168.193.188
104381,AA3.26,18/10/2024,12:55:00,192.168.13.171
104394,0S02,23/08/2024,15:57:00,192.168.156.110
103941,C2.01,15/11/2024,17:50:00,192.168.74.176
102712,0S01,29/08/2024,14:43:00,192.168.88.88
104557,Auditório 4,10/06/2025,20:57:00,192.168.240.232
108014,C2.02,03/12/2024,11:14:00,192.168.1.123
100804,D1.02,10/09/2024,10:33:00,192.168.143.191
108754,AA3.28,24/02/2025,20:57:00,192.168.71.251
108384,D1.01,29/08/2024,13:57:00,192.168.73.90
105015,D1.01,25/04/2025,11:14:00,192.168.62.26
100599,AA3.26,26/02/2025,16:16:00,192.168.192.176
109702,Auditório 1,14/10/2024,09:47:00,192.168.23.135
100081,C2.02,31/10/2024,13:57:00,192.168.60.23
106738,D1.01,13/06/2025,15:57:00,192.168.5.57
100952,0S02,16/09/2024,09:47:00,192.168.34.174
101886,0S02,16/09/2024,15:57:00,192.168.133.73
108346,D1.01,25/10/2024,08:19:00,192.168.86.158
108939,Auditório 4,27/08/2024,08:19:00,192.168.168.207
100241,0S01,21/11/2024,09:47:00,192.168.98.22
104078,C2.01,10/07/2024,15:57:00,192.168.67.57
107756,Auditório 1,18/09/2024,16:16:00,192.168.214.127
103022,Auditório 4,20/11/2024,13:57:00,192.168.212.149
108659,0S02,11/07/2024,17:50:00,192.168.129.244
107664,AA3.28,29/08/2024,10:33:00,192.168.85.111
105015,C2.02,03/04/2025,14:43:00,192.168.62.26
109401,AA3.28,27/11/2024,20:57:00,192.168.104.239
108910,D1.02,30/08/2024,17:50:00,192.168.203.34
101827,0S01,05/06/2025,20:57:00,192.168.230.46
100876,AA3.26,02/07/2025,10:33:00,192.168.148.165
102712,C2.01,06/06/2025,10:33:00,192.168.88.88
109452,0S01,19/02/2025,12:55:00,192.168.25.23
101283,AA3.28,16/05/2025,08:19:00,192.168.174.164
106367,AA3.26,06/05/2025,10:33:00,192.168.15.193
100952,Auditório 4,31/03/2025,20:57:00,192.168.40.57
108407,Auditório 4,04/12/2024,12:55:00,192.168.52.48
106515,AA3.28,05/02/2025,17:50:00,192.168.77.220
109699,D1.02,18/02/2025,15:57:00,192.168.125.250
108817,C2.01,19/11/2024,19:50:00,192.168.41.173
103492,0S01,07/05/2025,18:34:00,192.168.153.92
102607,0S02,27/11/2024,08:19:00,192.168.47.121
107244,AA3.28,25/06/2025,13:57:00,192.168.154.119
101756,Auditório 1,30/10/2024,17:50:00,192.168.101.93
105015,C2.02,23/06/2025,20:57:00,192.168.62.26
106462,B2.01,11/12/2024,16:16:00,192.168.14.240
101611,C2.02,11/11/2024,08:19:00,192.168.23.242
109659,D1.02,26/05/2025,19:50:00,192.168.69.145
101195,C2.01,10/06/2025,12:55:00,192.168.85.19
109006,D1.01,28/04/2025,13:57:00,192.168.207.72
101132,AA3.26,02/05/2025,19:50:00,192.168.144.234
102986,C2.02,30/06/2025,10:33:00,192.168.47.92
100952,B2.01,01/11/2024,11:14:00,192.168.34.174
106093,Auditório 4,30/10/2024,12:55:00,192.168.160.195
100112,0S01,09/06/2025,20:57:00,192.168.109.16
108569,D1.01,09/04/2025,15:57:00,192.168.165.162
105886,C2.02,07/03/2025,17:50:00,192.168.26.162
102685,D1.01,20/02/2025,14:43:00,192.168.26.78
105304,Auditório 1,03/07/2024,16:16:00,192.168.244.177
109953,AA3.26,29/08/2024,08:19:00,192.168.185.35
100524,0S01,31/10/2024,13:57:00,192.168.43.23
106181,Auditório 4,15/10/2024,16:16:00,192.168.221.231
105376,D1.01,14/02/2025,19:50:00,192.168.79.210
107784,B2.01,27/02/2025,15:57:00,192.168.9.11
108534,AA3.26,01/08/2024,08:19:00,192.168.79.99
105427,C2.02,02/05/2025,12:55:00,192.168.136.168
108075,AA3.28,28/03/2025,14:43:00,192.168.215.22
104993,D1.02,18/11/2024,08:19:00,192.168.199.23
101890,Auditório 4,16/06/2025,09:47:00,192.168.25.55
104130,B2.02,01/11/2024,10:33:00,192.168.252.230
101911,AA3.26,23/10/2024,20:57:00,192.168.197.84
105975,D1.02,04/07/2024,14:43:00,192.168.211.41
101610,C2.01,11/12/2024,14:43:00,192.168.49.106
109401,B2.01,18/11/2024,20:57:00,192.168.104.239
109603,D1.01,14/11/2024,19:50:00,192.168.82.91
100876,D1.02,06/11/2024,19:50:00,192.168.148.165
108354,D1.02,01/10/2024,09:47:00,192.168.52.175
104007,C2.02,15/04/2025,14:43:00,192.168.243.114
101886,B2.02,26/02/2025,12:55:00,192.168.133.73
104500,Auditório 1,21/10/2024,20:57:00,192.168.229.235
100674,Auditório 4,17/07/2024,10:33:00,192.168.116.159
105106,Auditório 1,01/08/2024,14:43:00,192.168.50.190
106760,Auditório 1,02/07/2025,14:43:00,192.168.187.166
105104,Auditório 4,23/06/2025,17:50:00,192.168.33.131
107800,0S01,23/08/2024,13:57:00,192.168.230.22
105391,0S02,18/04/2025,16:16:00,192.168.204.92
109049,AA3.28,15/08/2024,16:16:00,192.168.237.152
107138,0S01,01/08/2024,17:50:00,192.168.5.215
105636,B2.02,14/04/2025,11:14:00,192.168.77.238
100435,B2.02,05/05/2025,17:50:00,192.168.212.40
