Número do Aluno,Sala,Data e Hora,IP
106324,0S02,01/10/2024 14:43:00,192.168.223.88
106324,B2.02,01/10/2024 17:50:00,192.168.223.88
106324,AA3.26,04/10/2024 17:50:00,192.168.223.88
106324,B2.01,08/10/2024 18:34:00,192.168.223.88
106324,AA3.26,15/10/2024 15:57:00,192.168.223.88
106324,AA3.28,15/10/2024 17:50:00,192.168.223.88
106324,D1.02,22/10/2024 16:16:00,192.168.223.88
106324,0S02,31/10/2024 10:33:00,192.168.223.88
106324,AA3.26,01/11/2024 10:33:00,192.168.223.88
106324,B2.02,07/11/2024 13:57:00,192.168.223.88
106324,AA3.26,11/11/2024 16:16:00,192.168.223.88
106324,C2.01,13/11/2024 17:50:00,192.168.223.88
106324,0S02,13/11/2024 19:50:00,192.168.223.88
106324,B2.01,14/11/2024 20:57:00,192.168.223.88
106324,B2.02,15/11/2024 11:14:00,192.168.223.88
106324,0S01,15/11/2024 15:57:00,192.168.223.88
106324,0S01,18/11/2024 10:33:00,192.168.223.88
106324,0S01,18/11/2024 15:57:00,192.168.223.88
106324,B2.02,28/11/2024 15:57:00,192.168.223.88
106324,D1.01,28/11/2024 17:50:00,192.168.223.88
106324,B2.02,29/11/2024 10:33:00,192.168.223.88
106324,Auditório 1,29/11/2024 14:43:00,192.168.223.88
106324,B2.01,02/12/2024 15:57:00,192.168.223.88
106324,AA3.26,03/12/2024 19:50:00,192.168.223.88
106324,0S02,06/12/2024 18:34:00,192.168.223.88
106324,AA3.28,12/12/2024 18:34:00,192.168.223.88
106324,B2.02,04/02/2025 11:14:00,192.168.223.88
106324,AA3.26,07/02/2025 16:16:00,192.168.223.88
106324,0S02,12/02/2025 10:33:00,192.168.223.88
106324,Auditório 1,13/02/2025 19:50:00,192.168.223.88
106324,B2.01,17/02/2025 14:43:00,192.168.223.88
106324,Auditório 1,24/02/2025 15:57:00,192.168.223.88
106324,AA3.28,26/02/2025 10:33:00,192.168.223.88
106324,AA3.26,27/02/2025 11:14:00,192.168.223.88
106324,Auditório 1,05/03/2025 18:34:00,192.168.223.88
106324,AA3.26,06/03/2025 10:33:00,192.168.223.88
106324,Auditório 1,06/03/2025 14:43:00,192.168.223.88
106324,AA3.28,18/03/2025 09:47:00,192.168.223.88
106324,B2.02,18/03/2025 20:57:00,192.168.223.88
106324,D1.01,20/03/2025 15:57:00,192.168.223.88
106324,0S01,24/03/2025 18:34:00,192.168.223.88
106324,D1.01,25/03/2025 13:57:00,192.168.223.88
106324,D1.02,31/03/2025 12:55:00,192.168.223.88
106324,C2.02,31/03/2025 20:57:00,192.168.223.88
106324,Auditório 1,03/04/2025 19:50:00,192.168.223.88
106324,0S01,09/04/2025 15:57:00,192.168.223.88
106324,0S02,11/04/2025 12:55:00,192.168.223.88
106324,0S02,18/04/2025 09:47:00,192.168.223.88
106324,Auditório 4,25/04/2025 16:16:00,192.168.223.88
106324,AA3.28,01/05/2025 20:57:00,192.168.223.88
106324,B2.01,09/05/2025 09:47:00,192.168.223.88
106324,AA3.28,15/05/2025 13:57:00,192.168.223.88
106324,0S01,22/05/2025 11:14:00,192.168.223.88
106324,0S02,23/05/2025 19:50:00,192.168.223.88
106324,C2.02,28/05/2025 18:34:00,192.168.223.88
106324,B2.01,04/06/2025 18:34:00,192.168.223.88
106324,B2.02,05/06/2025 09:47:00,192.168.223.88
106324,0S02,11/06/2025 10:33:00,192.168.223.88
106324,AA3.26,16/06/2025 16:16:00,192.168.223.88
106324,AA3.26,23/06/2025 19:50:00,192.168.223.88
106324,C2.01,26/06/2025 11:14:00,192.168.223.88
106324,C2.01,30/06/2025 15:57:00,192.168.223.88
106324,0S01,01/07/2025 14:43:00,192.168.223.88
106324,Auditório 4,02/07/2025 10:33:00,192.168.223.88
104154,B2.02,04/07/2024 19:50:00,192.168.224.191
104154,AA3.26,08/07/2024 11:14:00,192.168.224.191
104154,0S01,09/07/2024 14:43:00,192.168.224.191
104154,Auditório 1,10/07/2024 09:47:00,192.168.224.191
104154,0S02,12/07/2024 17:50:00,192.168.224.191
104154,B2.02,12/07/2024 18:34:00,192.168.224.191
104154,Auditório 4,15/07/2024 12:55:00,192.168.224.191
104154,Auditório 4,19/07/2024 12:55:00,192.168.224.191
104154,0S01,23/07/2024 10:33:00,192.168.224.191
104154,B2.02,24/07/2024 13:57:00,192.168.224.191
104154,AA3.26,25/07/2024 14:43:00,192.168.224.191
104154,Auditório 4,01/08/2024 17:50:00,192.168.224.191
104154,0S01,02/08/2024 16:16:00,192.168.224.191
104154,D1.01,05/08/2024 14:43:00,192.168.224.191
104154,0S01,13/08/2024 13:57:00,192.168.224.191
104154,C2.01,20/08/2024 15:57:00,192.168.224.191
104154,B2.02,29/08/2024 11:14:00,192.168.224.191
104154,AA3.28,29/08/2024 17:50:00,192.168.224.191
104154,0S02,13/09/2024 18:34:00,192.168.224.191
104154,D1.02,16/09/2024 10:33:00,192.168.224.191
104154,AA3.28,16/09/2024 11:14:00,192.168.224.191
104154,Auditório 4,16/09/2024 20:57:00,192.168.224.191
104154,0S01,17/09/2024 13:57:00,192.168.224.191
104154,AA3.26,19/09/2024 15:57:00,192.168.224.191
104154,AA3.26,23/09/2024 09:47:00,192.168.224.191
104154,Auditório 1,24/09/2024 10:33:00,192.168.224.191
104154,0S01,24/09/2024 20:57:00,192.168.224.191
104154,C2.01,26/09/2024 17:50:00,192.168.224.191
104154,Auditório 1,27/09/2024 11:14:00,192.168.224.191
104154,C2.01,30/09/2024 16:16:00,192.168.224.191
104154,C2.01,01/10/2024 14:43:00,192.168.224.191
104154,B2.01,08/10/2024 12:55:00,192.168.224.191
104154,B2.02,09/10/2024 19:50:00,192.168.224.191
104154,B2.01,16/10/2024 20:57:00,192.168.224.191
104154,B2.01,17/10/2024 14:43:00,192.168.224.191
104154,0S02,18/10/2024 10:33:00,192.168.224.191
104154,0S02,22/10/2024 11:14:00,192.168.224.191
104154,C2.01,22/10/2024 19:50:00,192.168.224.191
104154,AA3.26,25/10/2024 13:57:00,192.168.224.191
104154,B2.02,25/10/2024 16:16:00,192.168.224.191
104154,D1.02,07/11/2024 10:33:00,192.168.224.191
104154,B2.02,07/11/2024 14:43:00,192.168.224.191
104154,Auditório 4,08/11/2024 12:55:00,192.168.224.191
104154,D1.02,13/11/2024 19:50:00,192.168.224.191
104154,AA3.26,13/11/2024 20:57:00,192.168.224.191
104154,AA3.26,14/11/2024 11:14:00,192.168.224.191
104154,C2.01,15/11/2024 17:50:00,192.168.224.191
104154,Auditório 1,22/11/2024 10:33:00,192.168.224.191
104154,AA3.28,25/11/2024 10:33:00,192.168.224.191
104154,D1.01,26/11/2024 15:57:00,192.168.224.191
104154,B2.02,02/12/2024 13:57:00,192.168.224.191
104154,AA3.26,02/12/2024 17:50:00,192.168.224.191
104154,B2.02,02/12/2024 19:50:00,192.168.224.191
104154,AA3.26,05/12/2024 18:34:00,192.168.224.191
104154,D1.01,06/12/2024 11:14:00,192.168.224.191
104154,AA3.26,11/12/2024 17:50:00,192.168.224.191
104154,C2.02,10/02/2025 10:33:00,192.168.224.191
104154,D1.01,11/02/2025 16:16:00,192.168.224.191
104154,D1.01,17/02/2025 09:47:00,192.168.224.191
104154,Auditório 1,17/02/2025 12:55:00,192.168.224.191
104154,Auditório 4,18/02/2025 14:43:00,192.168.224.191
104154,C2.02,19/02/2025 09:47:00,192.168.224.191
104154,D1.02,21/02/2025 14:43:00,192.168.224.191
104154,AA3.28,24/02/2025 11:14:00,192.168.224.191
104154,Auditório 4,25/02/2025 10:33:00,192.168.224.191
104154,B2.02,05/03/2025 19:50:00,192.168.224.191
104154,AA3.26,07/03/2025 09:47:00,192.168.224.191
104154,Auditório 1,07/03/2025 12:55:00,192.168.224.191
104154,0S01,07/03/2025 19:50:00,192.168.224.191
104154,0S01,11/03/2025 11:14:00,192.168.224.191
104154,AA3.28,11/03/2025 17:50:00,192.168.224.191
104154,Auditório 1,13/03/2025 10:33:00,192.168.224.191
104154,AA3.28,17/03/2025 14:43:00,192.168.224.191
104154,AA3.28,17/03/2025 15:57:00,192.168.224.191
104154,C2.02,19/03/2025 11:14:00,192.168.224.191
104154,Auditório 1,26/03/2025 20:57:00,192.168.224.191
104154,Auditório 4,31/03/2025 14:43:00,192.168.224.191
104154,C2.01,31/03/2025 15:57:00,192.168.224.191
104154,AA3.28,11/04/2025 18:34:00,192.168.224.191
104154,Auditório 1,14/04/2025 10:33:00,192.168.224.191
104154,AA3.26,15/04/2025 13:57:00,192.168.224.191
104154,0S01,17/04/2025 17:50:00,192.168.224.191
104154,Auditório 1,17/04/2025 20:57:00,192.168.224.191
104154,B2.01,24/04/2025 14:43:00,192.168.224.191
104154,D1.01,25/04/2025 11:14:00,192.168.224.191
104154,AA3.26,28/04/2025 16:16:00,192.168.224.191
104154,B2.02,02/05/2025 09:47:00,192.168.224.191
104154,D1.01,07/05/2025 16:16:00,192.168.224.191
104154,AA3.28,08/05/2025 13:57:00,192.168.224.191
104154,0S02,12/05/2025 15:57:00,192.168.224.191
104154,AA3.26,13/05/2025 13:57:00,192.168.224.191
104154,Auditório 1,21/05/2025 11:14:00,192.168.224.191
104154,B2.02,23/05/2025 09:47:00,192.168.224.191
104154,Auditório 4,26/05/2025 10:33:00,192.168.224.191
104154,AA3.28,27/05/2025 18:34:00,192.168.224.191
104154,D1.02,09/06/2025 12:55:00,192.168.224.191
104154,Auditório 4,12/06/2025 18:34:00,192.168.224.191
104154,B2.01,17/06/2025 09:47:00,192.168.224.191
104154,Auditório 1,18/06/2025 12:55:00,192.168.224.191
104154,Auditório 4,01/07/2025 16:16:00,192.168.224.191
106464,C2.02,03/07/2024 10:33:00,192.168.224.94
106464,Auditório 4,03/07/2024 18:34:00,192.168.224.94
106464,B2.02,12/07/2024 13:57:00,192.168.224.94
106464,C2.01,15/07/2024 09:47:00,192.168.224.94
106464,AA3.28,17/07/2024 12:55:00,192.168.224.94
106464,D1.01,22/07/2024 10:33:00,192.168.224.94
106464,D1.01,22/07/2024 12:55:00,192.168.224.94
106464,C2.01,25/07/2024 13:57:00,192.168.224.94
106464,0S01,26/07/2024 12:55:00,192.168.224.94
106464,0S01,29/07/2024 20:57:00,192.168.224.94
106464,C2.02,31/07/2024 18:34:00,192.168.224.94
106464,Auditório 1,01/08/2024 17:50:00,192.168.224.94
106464,AA3.28,02/08/2024 16:16:00,192.168.224.94
106464,B2.02,05/08/2024 15:57:00,192.168.224.94
106464,C2.02,07/08/2024 20:57:00,192.168.224.94
106464,B2.01,16/08/2024 19:50:00,192.168.224.94
106464,Auditório 1,19/08/2024 17:50:00,192.168.224.94
106464,0S02,27/08/2024 20:57:00,192.168.224.94
106464,AA3.26,28/08/2024 11:14:00,192.168.224.94
106464,0S02,02/09/2024 16:16:00,192.168.224.94
106464,D1.01,02/09/2024 19:50:00,192.168.224.94
106464,0S01,03/09/2024 10:33:00,192.168.224.94
106464,0S01,04/09/2024 13:57:00,192.168.224.94
106464,AA3.26,06/09/2024 18:34:00,192.168.224.94
106464,D1.01,13/09/2024 14:43:00,192.168.224.94
106464,B2.02,16/09/2024 09:47:00,192.168.224.94
106464,AA3.28,16/09/2024 20:57:00,192.168.224.94
106464,Auditório 4,27/09/2024 11:14:00,192.168.224.94
106464,B2.01,01/10/2024 12:55:00,192.168.224.94
106464,0S01,01/10/2024 14:43:00,192.168.224.94
106464,0S01,01/10/2024 15:57:00,192.168.224.94
106464,AA3.28,02/10/2024 11:14:00,192.168.224.94
106464,D1.01,02/10/2024 18:34:00,192.168.224.94
106464,C2.01,03/10/2024 10:33:00,192.168.224.94
106464,0S01,09/10/2024 20:57:00,192.168.224.94
106464,Auditório 4,11/10/2024 19:50:00,192.168.224.94
106464,Auditório 1,14/10/2024 16:16:00,192.168.224.94
106464,D1.01,16/10/2024 13:57:00,192.168.224.94
106464,Auditório 4,23/10/2024 15:57:00,192.168.224.94
106464,D1.02,25/10/2024 14:43:00,192.168.224.94
106464,AA3.28,25/10/2024 19:50:00,192.168.224.94
106464,B2.02,29/10/2024 09:47:00,192.168.224.94
106464,B2.02,29/10/2024 15:57:00,192.168.224.94
106464,0S01,30/10/2024 17:50:00,192.168.224.94
106464,B2.01,04/11/2024 11:14:00,192.168.224.94
106464,0S02,05/11/2024 09:47:00,192.168.224.94
106464,0S01,06/11/2024 15:57:00,192.168.224.94
106464,0S02,07/11/2024 20:57:00,192.168.224.94
106464,D1.01,08/11/2024 09:47:00,192.168.224.94
106464,D1.01,11/11/2024 17:50:00,192.168.224.94
106464,0S01,14/11/2024 16:16:00,192.168.224.94
106464,C2.01,18/11/2024 14:43:00,192.168.224.94
106464,0S02,21/11/2024 09:47:00,192.168.224.94
106464,Auditório 4,28/11/2024 14:43:00,192.168.224.94
106464,AA3.28,05/12/2024 14:43:00,192.168.224.94
106464,0S01,09/12/2024 13:57:00,192.168.224.94
106464,C2.02,09/12/2024 16:16:00,192.168.224.94
106464,B2.02,10/12/2024 10:33:00,192.168.224.94
106464,0S02,10/12/2024 14:43:00,192.168.224.94
106464,Auditório 1,10/12/2024 15:57:00,192.168.224.94
106464,B2.01,06/02/2025 20:57:00,192.168.224.94
106464,AA3.28,13/02/2025 19:50:00,192.168.224.94
106464,C2.01,19/02/2025 16:16:00,192.168.224.94
106464,C2.01,27/02/2025 20:57:00,192.168.224.94
106464,AA3.26,28/02/2025 17:50:00,192.168.224.94
106464,AA3.28,03/03/2025 11:14:00,192.168.224.94
106464,Auditório 4,04/03/2025 12:55:00,192.168.224.94
106464,D1.01,12/03/2025 14:43:00,192.168.224.94
106464,C2.01,17/03/2025 09:47:00,192.168.224.94
106464,AA3.26,17/03/2025 17:50:00,192.168.224.94
106464,C2.02,18/03/2025 17:50:00,192.168.224.94
106464,C2.02,28/03/2025 10:33:00,192.168.224.94
106464,D1.01,28/03/2025 13:57:00,192.168.224.94
106464,0S02,02/04/2025 14:43:00,192.168.224.94
106464,0S02,04/04/2025 10:33:00,192.168.224.94
106464,Auditório 4,04/04/2025 17:50:00,192.168.224.94
106464,D1.01,10/04/2025 20:57:00,192.168.224.94
106464,Auditório 1,16/04/2025 10:33:00,192.168.224.94
106464,AA3.28,23/04/2025 13:57:00,192.168.224.94
106464,D1.01,25/04/2025 12:55:00,192.168.224.94
106464,C2.02,25/04/2025 16:16:00,192.168.224.94
106464,D1.02,29/04/2025 17:50:00,192.168.224.94
106464,0S02,29/04/2025 18:34:00,192.168.224.94
106464,Auditório 1,30/04/2025 10:33:00,192.168.224.94
106464,0S01,01/05/2025 15:57:00,192.168.224.94
106464,D1.01,01/05/2025 16:16:00,192.168.224.94
106464,Auditório 1,02/05/2025 19:50:00,192.168.224.94
106464,0S01,05/05/2025 18:34:00,192.168.224.94
106464,C2.02,09/05/2025 16:16:00,192.168.224.94
106464,D1.01,12/05/2025 10:33:00,192.168.224.94
106464,Auditório 1,14/05/2025 13:57:00,192.168.224.94
106464,0S02,15/05/2025 11:14:00,192.168.224.94
106464,B2.02,19/05/2025 16:16:00,192.168.224.94
106464,AA3.28,21/05/2025 09:47:00,192.168.224.94
106464,0S02,26/05/2025 11:14:00,192.168.224.94
106464,C2.01,26/05/2025 16:16:00,192.168.224.94
106464,B2.01,28/05/2025 17:50:00,192.168.224.94
106464,0S02,29/05/2025 14:43:00,192.168.224.94
106464,AA3.28,29/05/2025 19:50:00,192.168.224.94
106464,B2.01,03/06/2025 18:34:00,192.168.224.94
106464,0S01,30/06/2025 13:57:00,192.168.224.94
106464,Auditório 4,02/07/2025 20:57:00,192.168.224.94
105654,AA3.28,12/07/2024 10:33:00,192.168.225.2
105654,C2.01,12/07/2024 11:14:00,192.168.225.2
105654,Auditório 1,19/07/2024 18:34:00,192.168.225.2
105654,0S02,25/07/2024 19:50:00,192.168.225.2
105654,0S02,26/07/2024 15:57:00,192.168.225.2
105654,AA3.26,30/07/2024 10:33:00,192.168.225.2
105654,D1.02,05/08/2024 10:33:00,192.168.225.2
105654,Auditório 1,06/08/2024 10:33:00,192.168.225.2
105654,0S02,06/08/2024 16:16:00,192.168.225.2
105654,D1.01,13/08/2024 14:43:00,192.168.225.2
105654,0S02,12/09/2024 10:33:00,192.168.225.2
105654,0S02,16/09/2024 20:57:00,192.168.225.2
105654,0S01,18/09/2024 20:57:00,192.168.225.2
105654,B2.01,20/09/2024 09:47:00,192.168.225.2
105654,C2.01,23/09/2024 13:57:00,192.168.225.2
105654,D1.02,01/10/2024 11:14:00,192.168.225.2
105654,AA3.28,02/10/2024 14:43:00,192.168.225.2
105654,AA3.28,03/10/2024 15:57:00,192.168.225.2
105654,D1.02,07/10/2024 15:57:00,192.168.225.2
105654,AA3.28,08/10/2024 18:34:00,192.168.225.2
105654,D1.01,09/10/2024 20:57:00,192.168.225.2
105654,D1.01,10/10/2024 20:57:00,192.168.225.2
105654,B2.02,17/10/2024 11:14:00,192.168.225.2
105654,AA3.28,17/10/2024 13:57:00,192.168.225.2
105654,D1.01,23/10/2024 18:34:00,192.168.225.2
105654,D1.01,30/10/2024 19:50:00,192.168.225.2
105654,B2.01,04/11/2024 17:50:00,192.168.225.2
105654,C2.02,05/11/2024 19:50:00,192.168.225.2
105654,D1.01,08/11/2024 19:50:00,192.168.225.2
105654,D1.02,21/11/2024 11:14:00,192.168.225.2
105654,Auditório 4,22/11/2024 16:16:00,192.168.225.2
105654,AA3.28,25/11/2024 10:33:00,192.168.225.2
105654,Auditório 4,26/11/2024 09:47:00,192.168.225.2
105654,AA3.28,26/11/2024 20:57:00,192.168.225.2
105654,0S02,02/12/2024 11:14:00,192.168.225.2
105654,Auditório 1,02/12/2024 12:55:00,192.168.225.2
105654,AA3.26,12/12/2024 16:16:00,192.168.225.2
105654,B2.02,13/12/2024 17:50:00,192.168.225.2
105654,C2.01,10/02/2025 16:16:00,192.168.225.2
105654,B2.01,13/02/2025 15:57:00,192.168.225.2
105654,0S02,17/02/2025 16:16:00,192.168.225.2
105654,C2.01,24/02/2025 11:14:00,192.168.225.2
105654,0S02,26/02/2025 11:14:00,192.168.225.2
105654,Auditório 4,28/02/2025 18:34:00,192.168.225.2
105654,Auditório 4,03/03/2025 09:47:00,192.168.225.2
105654,AA3.26,04/03/2025 10:33:00,192.168.225.2
105654,0S02,17/03/2025 10:33:00,192.168.225.2
105654,0S01,17/03/2025 20:57:00,192.168.225.2
105654,0S01,18/03/2025 09:47:00,192.168.225.2
105654,C2.02,18/03/2025 11:14:00,192.168.225.2
105654,B2.01,21/03/2025 15:57:00,192.168.225.2
105654,AA3.28,26/03/2025 12:55:00,192.168.225.2
105654,B2.02,31/03/2025 18:34:00,192.168.225.2
105654,D1.01,31/03/2025 19:50:00,192.168.225.2
105654,B2.01,01/04/2025 16:16:00,192.168.225.2
105654,Auditório 1,03/04/2025 15:57:00,192.168.225.2
105654,0S02,14/04/2025 15:57:00,192.168.225.2
105654,C2.02,18/04/2025 16:16:00,192.168.225.2
105654,0S02,22/04/2025 18:34:00,192.168.225.2
105654,Auditório 4,23/04/2025 15:57:00,192.168.225.2
105654,Auditório 4,28/04/2025 18:34:00,192.168.225.2
105654,B2.01,30/04/2025 18:34:00,192.168.225.2
105654,B2.01,02/05/2025 10:33:00,192.168.225.2
105654,B2.01,06/05/2025 09:47:00,192.168.225.2
105654,AA3.26,09/05/2025 10:33:00,192.168.225.2
105654,AA3.28,09/05/2025 15:57:00,192.168.225.2
105654,AA3.26,14/05/2025 09:47:00,192.168.225.2
105654,0S01,15/05/2025 16:16:00,192.168.225.2
105654,D1.01,26/05/2025 12:55:00,192.168.225.2
105654,B2.01,27/05/2025 11:14:00,192.168.225.2
105654,B2.02,27/05/2025 12:55:00,192.168.225.2
105654,D1.02,29/05/2025 18:34:00,192.168.225.2
105654,D1.02,03/06/2025 11:14:00,192.168.225.2
105654,C2.02,05/06/2025 15:57:00,192.168.225.2
105654,Auditório 1,11/06/2025 10:33:00,192.168.225.2
105654,B2.02,11/06/2025 13:57:00,192.168.225.2
105654,B2.01,13/06/2025 15:57:00,192.168.225.2
105654,B2.01,13/06/2025 20:57:00,192.168.225.2
105654,C2.01,19/06/2025 16:16:00,192.168.225.2
105654,AA3.26,20/06/2025 12:55:00,192.168.225.2
105654,B2.02,25/06/2025 09:47:00,192.168.225.2
105654,Auditório 1,27/06/2025 20:57:00,192.168.225.2
105654,B2.02,02/07/2025 14:43:00,192.168.225.2
105654,0S02,02/07/2025 20:57:00,192.168.225.2
106443,C2.01,10/07/2024 09:47:00,192.168.225.237
106443,0S02,10/07/2024 17:50:00,192.168.225.237
106443,0S02,11/07/2024 12:55:00,192.168.225.237
106443,0S02,15/07/2024 19:50:00,192.168.225.237
106443,B2.01,17/07/2024 11:14:00,192.168.225.237
106443,0S01,18/07/2024 12:55:00,192.168.225.237
106443,AA3.26,18/07/2024 16:16:00,192.168.225.237
106443,B2.02,23/07/2024 11:14:00,192.168.225.237
106443,0S02,23/07/2024 18:34:00,192.168.225.237
106443,C2.02,26/07/2024 16:16:00,192.168.225.237
106443,D1.02,29/07/2024 15:57:00,192.168.225.237
106443,0S02,30/07/2024 18:34:00,192.168.225.237
106443,Auditório 1,06/08/2024 20:57:00,192.168.225.237
106443,0S01,08/08/2024 12:55:00,192.168.225.237
106443,D1.02,09/08/2024 15:57:00,192.168.225.237
106443,C2.01,16/08/2024 17:50:00,192.168.225.237
106443,D1.02,19/08/2024 11:14:00,192.168.225.237
106443,0S01,20/08/2024 12:55:00,192.168.225.237
106443,B2.02,22/08/2024 18:34:00,192.168.225.237
106443,0S01,26/08/2024 19:50:00,192.168.225.237
106443,0S01,30/08/2024 20:57:00,192.168.225.237
106443,B2.01,02/09/2024 20:57:00,192.168.225.237
106443,Auditório 1,04/09/2024 10:33:00,192.168.225.237
106443,AA3.26,19/09/2024 12:55:00,192.168.225.237
106443,D1.01,19/09/2024 19:50:00,192.168.225.237
106443,C2.02,23/09/2024 09:47:00,192.168.225.237
106443,C2.01,23/09/2024 20:57:00,192.168.225.237
106443,AA3.26,24/09/2024 13:57:00,192.168.225.237
106443,0S02,25/09/2024 19:50:00,192.168.225.237
106443,Auditório 4,27/09/2024 09:47:00,192.168.225.237
106443,B2.01,02/10/2024 10:33:00,192.168.225.237
106443,B2.01,04/10/2024 11:14:00,192.168.225.237
106443,D1.01,04/10/2024 15:57:00,192.168.225.237
106443,AA3.26,07/10/2024 15:57:00,192.168.225.237
106443,B2.01,17/10/2024 14:43:00,192.168.225.237
106443,B2.02,21/10/2024 16:16:00,192.168.225.237
106443,D1.01,22/10/2024 09:47:00,192.168.225.237
106443,0S02,22/10/2024 16:16:00,192.168.225.237
106443,0S02,24/10/2024 19:50:00,192.168.225.237
106443,C2.02,30/10/2024 15:57:00,192.168.225.237
106443,AA3.26,30/10/2024 20:57:00,192.168.225.237
106443,D1.02,05/11/2024 15:57:00,192.168.225.237
106443,C2.01,05/11/2024 17:50:00,192.168.225.237
106443,0S02,06/11/2024 13:57:00,192.168.225.237
106443,C2.02,06/11/2024 15:57:00,192.168.225.237
106443,B2.02,07/11/2024 19:50:00,192.168.225.237
106443,0S01,08/11/2024 09:47:00,192.168.225.237
106443,0S01,11/11/2024 09:47:00,192.168.225.237
106443,D1.01,11/11/2024 13:57:00,192.168.225.237
106443,0S01,11/11/2024 16:16:00,192.168.225.237
106443,D1.01,14/11/2024 13:57:00,192.168.225.237
106443,AA3.26,15/11/2024 11:14:00,192.168.225.237
106443,0S02,21/11/2024 16:16:00,192.168.225.237
106443,AA3.26,25/11/2024 12:55:00,192.168.225.237
106443,0S01,26/11/2024 10:33:00,192.168.225.237
106443,D1.01,28/11/2024 19:50:00,192.168.225.237
106443,C2.02,29/11/2024 14:43:00,192.168.225.237
106443,C2.02,29/11/2024 15:57:00,192.168.225.237
106443,Auditório 1,03/12/2024 11:14:00,192.168.225.237
106443,C2.02,04/12/2024 10:33:00,192.168.225.237
106443,C2.02,04/12/2024 18:34:00,192.168.225.237
106443,D1.02,09/12/2024 20:57:00,192.168.225.237
106443,C2.02,10/12/2024 18:34:00,192.168.225.237
106443,B2.01,12/12/2024 17:50:00,192.168.225.237
106443,C2.02,13/02/2025 19:50:00,192.168.225.237
106443,AA3.26,14/02/2025 19:50:00,192.168.225.237
106443,D1.01,18/02/2025 12:55:00,192.168.225.237
106443,Auditório 4,19/02/2025 13:57:00,192.168.225.237
106443,D1.01,20/02/2025 15:57:00,192.168.225.237
106443,C2.02,26/02/2025 20:57:00,192.168.225.237
106443,B2.02,06/03/2025 09:47:00,192.168.225.237
106443,B2.01,13/03/2025 17:50:00,192.168.225.237
106443,Auditório 1,13/03/2025 18:34:00,192.168.225.237
106443,C2.01,17/03/2025 16:16:00,192.168.225.237
106443,AA3.28,18/03/2025 20:57:00,192.168.225.237
106443,C2.02,20/03/2025 17:50:00,192.168.225.237
106443,C2.01,21/03/2025 13:57:00,192.168.225.237
106443,0S01,25/03/2025 12:55:00,192.168.225.237
106443,Auditório 4,25/03/2025 17:50:00,192.168.225.237
106443,Auditório 4,26/03/2025 16:16:00,192.168.225.237
106443,C2.02,01/04/2025 14:43:00,192.168.225.237
106443,C2.01,02/04/2025 09:47:00,192.168.225.237
106443,D1.02,08/04/2025 13:57:00,192.168.225.237
106443,0S01,10/04/2025 12:55:00,192.168.225.237
106443,Auditório 1,14/04/2025 10:33:00,192.168.225.237
106443,C2.02,16/04/2025 13:57:00,192.168.225.237
106443,AA3.26,18/04/2025 12:55:00,192.168.225.237
106443,B2.01,21/04/2025 19:50:00,192.168.225.237
106443,AA3.26,22/04/2025 11:14:00,192.168.225.237
106443,C2.02,22/04/2025 12:55:00,192.168.225.237
106443,B2.02,02/05/2025 19:50:00,192.168.225.237
106443,C2.01,07/05/2025 15:57:00,192.168.225.237
106443,C2.01,08/05/2025 10:33:00,192.168.225.237
106443,AA3.28,08/05/2025 15:57:00,192.168.225.237
106443,AA3.26,12/05/2025 19:50:00,192.168.225.237
106443,Auditório 1,14/05/2025 13:57:00,192.168.225.237
106443,C2.01,20/05/2025 09:47:00,192.168.225.237
106443,B2.01,26/05/2025 14:43:00,192.168.225.237
106443,0S01,05/06/2025 14:43:00,192.168.225.237
106443,0S02,16/06/2025 15:57:00,192.168.225.237
106443,0S01,19/06/2025 09:47:00,192.168.225.237
106443,AA3.28,24/06/2025 20:57:00,192.168.225.237
106443,D1.01,01/07/2025 13:57:00,192.168.225.237
106443,D1.02,01/07/2025 14:43:00,192.168.225.237
100613,C2.02,03/07/2024 10:33:00,192.168.226.3
100613,0S01,03/07/2024 15:57:00,192.168.226.3
100613,D1.01,04/07/2024 13:57:00,192.168.226.3
100613,D1.02,10/07/2024 17:50:00,192.168.226.3
100613,0S02,17/07/2024 15:57:00,192.168.226.3
100613,AA3.26,19/07/2024 16:16:00,192.168.226.3
100613,D1.01,24/07/2024 19:50:00,192.168.226.3
100613,AA3.26,25/07/2024 18:34:00,192.168.226.3
100613,AA3.28,25/07/2024 20:57:00,192.168.226.3
100613,AA3.28,02/08/2024 13:57:00,192.168.226.3
100613,AA3.26,05/08/2024 11:14:00,192.168.226.3
100613,D1.01,12/08/2024 10:33:00,192.168.226.3
100613,B2.01,16/08/2024 10:33:00,192.168.226.3
100613,C2.01,29/08/2024 13:57:00,192.168.226.3
100613,B2.01,29/08/2024 19:50:00,192.168.226.3
100613,Auditório 4,02/09/2024 17:50:00,192.168.226.3
100613,C2.01,26/09/2024 09:47:00,192.168.226.3
100613,AA3.28,30/09/2024 13:57:00,192.168.226.3
100613,C2.02,17/10/2024 13:57:00,192.168.226.3
100613,AA3.26,22/10/2024 16:16:00,192.168.226.3
100613,0S01,23/10/2024 11:14:00,192.168.226.3
100613,0S01,24/10/2024 13:57:00,192.168.226.3
100613,Auditório 1,28/10/2024 18:34:00,192.168.226.3
